mid,province,gender,verified,retweet_mid_indicator,uid,retweet_uid_indicator,source,image,text,geo,created_at,delete_indicator,censor_indicator
mgY2MXGfuW,400,m,True,1,uMLLH34Y4,1,新浪微博,0,回复@ukn： 您高寿啊？您若是90后没学过这决议我不怪您，孙长老那岁数，这决议是人人都学过的，他非要说没有全盘否定过文革，这算什么行为——您舔得有些难看啊……滚出去 //@ukn： 孙这句话说的没错，和你说的是两码事，你舔的有点丑,0,2012-09-23,1,1
mhiuxmR3rO,400,m,True,1,uMLLH34Y4,1,新浪微博,0,http://t.cn/hb8Kyv ，《中国共产党中央中央委员会关于建国以来党的若干历史问题的决议》：文革是全局性的、长时间的左倾严重错误”，“不是也不可能是任何意义上的革命或社会进步”，“是一场由领导者错误发动，被反革命集团利用，给党、国家和各族人民带来严重灾难的内乱”,0,2012-09-23,1,1
mZmSgG3fCM,11,m,True,1,uGL4KHK2K,1,iPhone客户端,0, @uY04FBYAS：  辟谣！,0,2012-09-23,1,1
mUEOSqU7mw,11,m,True,1,u3JHQIGTS,1,新浪微博,0,网络暴民都过来鉴定鉴定//@uUPW2XOPY：  神州官衙多表哥,0,2012-09-23,1,1
m6EUrabhJ9,50,m,True,1,uRLOSK2KM,1,新浪微博,0,//@ukn：  /人心齐、金柱移/@uI43D5RZO： 如果把这货搞下去，微博会不会成为高官们的眼中钉，肉中刺？//@ukn： 人心齐、金柱移！//@uKPJFFWGI： 金柱啊，早点回家吃饭，少说话～,0,2012-09-23,1,1
mfobK7gT2n,11,m,True,1,u3FT3XYKM,1,HTC One X,0,老人走好！这样更好！/@uWWBBIN3D： //@uDZPRXXEY： 【胡绩伟96高龄于2012年9月16日去世。他夫人狄沙告知，老胡走得很平静，我想他内心决非如此，因为他是带着许多遗憾走的。80年代初，老胡在人大常委会位置上，开始致力于制订新闻法。,0,2012-09-23,1,1
mNpa52E6nQ,44,m,True,1,uM1UH1JLL,1,iPad客户端,0, //@u0VPNYQK3：  转发微博,0,2012-09-23,1,1
m2XkGDYG3I,44,m,True,1,uM1UH1JLL,1,iPad客户端,0, //@uK3RZZQRS：  //@uUPCA5NKO：  蔑视舆论，是某些领导的基本原则。//@uZQXIKYGR：  晒SB//@uW0EJVYEL：  我完全同意石老师的判断。 //@uII5MEOLS： 俺不相信党的高级干部这么说爱国群众 //@uONP50TEC： 大表哥来了。,0,2012-09-23,1,1
mZmSgvR1nx,400,m,False,1,uQHC5X3WI,1,新浪微博,0,//@uBID0ZO0S：  陕西的领导们真的很有意思，一会儿放暴徒上大街随便打砸抢烧，一会儿倒来义正辞严谴责什么网络暴民了。这位李副省长口气那么霸道，他爸爸是李刚吧？,0,2012-09-23,1,1
mc9d54PSIo,44,m,True,1,u0Y1XA0HY,1,iPad客户端,0,表叔好！ //@uDSGWU5P：  //@u1CIABK01：  //@uP2ZKNHEX：  转发微博。,0,2012-09-23,1,1
mVZLXtgzD7,31,m,True,1,uPKFK1BC2,1,微博搜索,0,李金柱//@ukn：  烧死你 //@uP2ZVSXWF： 他要火//@uQSM3AGMS： 李金~这个名字好贵啊[偷笑] //@uDSLUELC： 哈哈，全国人民认识了李金,0,2012-09-23,1,1
murXMYz5sj,31,m,True,1,uZDQ0FSLK,1,S60客户端,0,[鄙视]究竟谁是暴民？！//@uONP50TEC： 大表哥来了。,0,2012-09-23,1,1
mgY2WhvM0F,32,m,False,1,uR1WKEKC3,0,新浪微博,0,肉之。//@uDSL1WSR：  严查！[话筒],0,2012-09-23,1,1
meBKDyg15n,32,m,False,1,uR1WKEKC3,1,新浪微博,0,//@uHRVFWMU4：  从头到脚，全部抵制//@u3515QCKO：  领导以身作则，抵制日货从我做起[哈哈] //@uBKZ0FFUJ： 领导真干净。,0,2012-09-23,1,1
mgTAQcLmm,51,m,True,1,uLUCYCEHR,1,iPhone客户端,0,heh！删！ //@u0AGODORI： //@ukn： //@u1CR2P5KL： 猛料,0,2012-09-23,1,1
mpbBanHJMu,11,m,True,0,uPVDSRTCS,0,新浪微博,1,《苹果日报》说，有七个人两周前已经开始享受“一级警卫”待遇，不知确否。香港的媒体钻天入地挖消息，经常有命中的。,0,2012-09-23,1,1
m2Xk9pL30U,41,m,True,1,u3FT1GIUC,1,新浪微博,0,反串演出？还是狗急跳墙？//@uQSMEOUDP：  蹦出一个二逼 //@uATZNO122： 他的微博简介：“共产党才是广大党员同志的娘家人。”。//@uTZ5OIPHY：  二逼党员//@uONP5QEOG：  这个党员急眼了。 //@ukn： 纪委书记？？？//@uGL4P15JE：  这是何方妖孽？,0,2012-09-23,1,1
mU5qzgbkvt,11,f,True,1,u5KYGGHAG,1,iPhone客户端,0,17房，17老婆！没房，没老婆,0,2012-09-23,1,1
mviMhLEoYY,11,f,True,1,uATZPYOS5,1,新浪微博,0,[衰]//@uMMS331NO：  [怒]//@uHRVBZ2NI：  都是党的忠诚卫士！ //@uOQZLNHSB： 最近全国抓了好几个省市的公安副局长，都是敢杀人的货。贪点钱，纵容一下杀人放火就够了，干吗亲自动手啊,0,2012-09-23,1,1
m9Rm6OSAig,31,m,True,1,uQSMQKXM4,1,三星Galaxy SIII,0,毛左们多看看//@u0YUSGHGL： 回复@uTZ5WAPMK： 最为可怕的是，故意抹去历史的记忆，致使有那么多的人竟会以为这是“小道消息”。一个遗忘历史的民族是不会有出息的。 //@uTZ5WAPMK： 在20世纪70年代的中国，竟然会有这种惨绝人寰的事，对这种比法西斯还要法西斯的恶行，必须深刻反思！,0,2012-09-23,1,1
m7n6c9ScmR,31,m,True,1,uQSMQKXM4,1,三星Galaxy SIII,0,欢迎表叔进九常//@ukn： 表叔正喜迎十八达呢 //@uB5NF4TLB： 见到李表叔必转[哈哈] //@ukn：  //@ukn： //@uP2ZKNHEX： 无,0,2012-09-23,1,1
m4YqBvUhLr,11,m,True,1,uZQXIKYGR,1,新浪微博,0,晒SB//@uW0EJVYEL：  我完全同意石老师的判断。 //@uII5MEOLS： 俺不相信党的高级干部这么说爱国群众 //@uONP50TEC： 大表哥来了。,0,2012-09-23,1,1
mhiuCOzFOI,11,m,True,1,uQZ05B1MY,1,新浪微博,0,此事不做，北航将航向何方？,0,2012-09-23,1,1
mTSeOkq6da,400,f,False,0,uMMSLLCV0,0,iPad客户端,0,日本警察登上了钓鱼岛，中国警察也不示弱，随后击毙了一位中国农民！,0,2012-09-23,1,1
m0khgWyHRD,11,m,True,1,uRSRVKA3F,1,iPad客户端,0,一定是•名牌表•叔 //@uB5FAZYIH：  表酱紫[抓狂] //@u0VPFYWNT：  这个必须转。表哥，表叔，该有表大爷了！,0,2012-09-23,1,1
m5P5Lk1TXq,11,m,True,1,uJ2OZSB1Q,1,iPad客户端,0,一根表带上的蚂蟑。。。,0,2012-09-23,1,1
mQWZhcMulI,100,m,True,1,uEMBEDL50,1,iPhone客户端,0,……………,0,2012-09-23,1,1
m3e3qF1c2e,11,m,True,1,uNEGPS1PF,1,iPhone客户端,0,进步了！,0,2012-09-23,1,1
mAM1fQz5qb,81,m,True,1,uKB5UCQHL,1,专业版微博,0,[围观]//@uRSRDXNVE：  [哈哈]//@u3511VSZF： @uJ2OA2HYN： 关键内衣NB. //@uJ2OA2HYN： 拍照前规定动作，1摘表，2去腰带，3藏手机，4放眼镜，自选动作可以有换衣服，换鞋，扔烟盒等等[带感] //@u3511VSZF： 有了微博外在的东东越来越难了 //@ukn：  外在的可以靠网络的力量，有些看不到呢，比如财产、家属的国籍,0,2012-09-23,1,1
m0WaDNBHUw,44,m,True,1,uVEQDMM2B,1,红围脖iPhone客户端,0,转发微博。,0,2012-09-23,1,1
mSFDCeEgO9,11,m,True,1,uQHC3MHXG,1,新浪微博,0,转发微博,0,2012-09-23,1,1
mf6HRhb3E3,11,m,True,1,uQHC3MHXG,1,新浪微博,0,//@uLCMPGWD3：  勤奋转发,0,2012-09-23,1,1
mf6HR9ZlVO,11,m,True,1,uWWBHTG3O,1,Android客户端,0,这个表叔说网民都是暴民，再找你大爷论论理，哈哈！//@uB5FAZYIH： 表酱紫[抓狂] //@u0VPFYWNT：  这个必须转。表哥，表叔，该有表大爷了！,0,2012-09-23,1,1
mNpaf94cTl,11,m,True,1,uVEQLV1ZR,1,小米手机,0,加油，很有代表性//@uPKFYN4FR： //@uGL4YODSI： //@uDGU0RYGH： //@uHRVPVVEA： //@uB5FAZYIH：  表酱紫[抓狂] //@u0VPFYWNT：  这个必须转。表哥，表叔，该有表大爷了！,0,2012-09-23,1,1
mu9fV1kD1b,12,m,False,1,uZNJE0C0J,1,iPad客户端,0, //@uAHFPSHS2：  又来了！,0,2012-09-23,1,1
mZmSgoPor6,37,m,True,1,u3515QCKO,1,新浪微博,0,领导以身作则，抵制日货从我做起[哈哈] //@uBKZ0FFUJ： 领导真干净。,0,2012-09-23,1,1
mnVigyLROQ,44,m,True,1,uZDQIVFSL,1,iPhone客户端,0,//@u3515QCKO： 领导以身作则，抵制日货从我做起[哈哈] //@uBKZ0FFUJ： 领导真干净。,0,2012-09-23,1,1
mexk0f3s4d,44,m,True,1,uZDQIVFSL,1,iPhone客户端,0,//@城市里的农民种房子//@作家天佑--:浙江省委宣传部副部长鲍洪俊很能吃啊,0,2012-09-23,1,1
mkGsRjtOqH,44,m,True,0,uZDQIVFSL,0,iPhone客户端,1,为表哥杨达才极力辩护的副省长李金柱，扬言自己的亲属在国外，自己也有几块表。并称网民为暴民，这是省部级干部第一次明确地为网络监督定性。现在，我郑重要求李金柱解释何为暴民，网民能不能监督领导干部，你的＂暴民＂言行，符合党的哪个文件精神？请亲们狂转。,0,2012-09-23,1,1
mkpZXS7Gb6,21,m,True,1,uDZPXC3YI,1,iPhone客户端,0,//@uEMB0QE4U： 太欢乐鸟，表哥还拉了个垫背的？[偷笑],0,2012-09-23,1,1
m87OijTrfI,11,f,True,1,uMMSDZMP5,1,新浪微博,0,大会日期未定说明未定因素需要时间协调，以前是早早定了时间，这次到现在也未定。//@uFAYJLCI：  到底是七肠还是九肠？ //@uONP5QEOG：  那会把他捧入九常。,0,2012-09-23,1,1
m60xGc3X9s,11,m,False,1,uEMBEVLIW,1,新浪微博,0,转发微博,0,2012-09-23,1,1
mJtA8ZoQdP,44,m,True,1,uRLOD0CEP,1,iPad客户端,0,来，让咱们再来提高一下手表的欣赏水平。,0,2012-09-23,1,1
m3e3qTgOOs,44,m,True,1,uRLOD0CEP,1,iPad客户端,0,尼玛！你说真的假的？咱成暴民了！,0,2012-09-23,1,1
mcrcq2lbJB,44,m,True,1,uGL4NBWXR,1,S60客户端,0,金柱是引火烧身啊！ //@uZNJRKTFM： 大家说说看，这位副省长最终是倒在几块表上？几个情人身上？几套豪宅上？几个工程项目上？还是他的几个战友手里？[酷]  //@ukn：  //@uI43G14MC：  [围观],0,2012-09-23,1,1
mVZLsPG34N,11,m,True,1,uMMS54BNG,1,新浪微博,0,不！我们决不答应！//@uB4HPRAMK：  转发微博,0,2012-09-23,1,1
m4YqS2XPKe,11,m,True,0,uMMS54BNG,0,iPhone客户端,0,青年们，你们知道宣传部门为何至今不让宣传文革吗?就是怕承认错了!怕让后人知道太丢人了!,0,2012-09-23,0,1
mGvc4JHHCw,33,m,True,1,uVGJLZZ1B,1,新浪微博,0,//@u1CR2P5KL：  猛料,0,2012-09-23,1,1
m4YqqKmTyV,11,m,True,1,uR1WOGA5X,1,新浪微博,0,都成了酒后茶余。 //@uMMSDZMP5： 大会日期未定说明未定因素需要时间协调，以前是早早定了时间，这次到现在也未定。//@uFAYJLCI：  到底是七肠还是九肠？ //@uONP5QEOG：  那会把他捧入九常。,0,2012-09-23,1,1
mpGwJogd0D,31,m,True,1,uK3RZZQRS,1,新浪微博,0,//@uUPCA5NKO：  蔑视舆论，是某些领导的基本原则。//@uZQXIKYGR：  晒SB//@uW0EJVYEL：  我完全同意石老师的判断。 //@uII5MEOLS： 俺不相信党的高级干部这么说爱国群众 //@uONP50TEC： 大表哥来了。,0,2012-09-23,1,1
mGvc4fP4b8,42,f,True,1,uDG02W3V0,1,iPhone客户端,0,原则一让再让 //@uNEGYWJLY： //@uZQXRSSGV： //@uLUCB4VTV： 苦笑！[衰] //@uHRVYN01F： //@uK3RAQSSK：  这脾气，速调歪交部[哈哈]//@uHJXKH2DK：  [哈哈]//@uNEGSPTAN： //@uUPWF0CG0： 图片仅供参考，请以实际提供的实物为准!//@uONPGN0Y4： 动武底线,0,2012-09-23,1,1
mRsr55gqos,35,m,True,1,uPA3S5IJD,1,Weico.Android,0,真的吗？//@uKPK3M2IN： 深挖洞，挖出大蛀虫！还有财政厅那个厅长大人~~//@ukn：  @uB4GIWPET： 你不能指望在正装衬衫里穿秋衣，还露出袖子边的领导能有什么水平 //@uDGURLN5O： 这种公然犯二逼的，都是美帝安插在党内的特务！！ 必须铲除,0,2012-09-23,1,1
mHNKPoMxsj,81,m,True,1,uRSRDCAA2,1,新浪微博,0,Stupid is as stupid does...... //@uR1WDNKO2：  奇才！//@uZDQ0SNPU：  见证中共将才！！！//@uW0E5MZJD：  [话筒]晕！这么2逼的话他也说得出口？[怒][吐],0,2012-09-23,1,1
m6EUgh9dTD,31,m,True,1,uBK12V4SE,1,Android客户端,0,哪他就是网络红人啦!//@uQZ0LJ0OK： 作为陕西人，试试//@uRSRB5VMJ： 可以试试，反正＂闲着也是闲着＂，呵呵！ //@ukn： 可能新浪先出故障……  //@ukn：  那他可能要下台！不信，大家试试。,0,2012-09-23,1,1
m80LhkREP6,31,m,True,1,uBK12V4SE,1,Android客户端,0,虽然不是梁文道的微博，但问责不问是谁 //@u5KYGGHAG： 17房，17老婆！没房，没老婆,0,2012-09-23,1,1
mRsrHZKqwr,11,m,True,1,uY02UD0PJ,1,iPhone客户端,0,又来一个，我党的方针就是明确：｠ //@uUPCA5NKO： 蔑视舆论，是某些领导的基本原则。 //@uZQXIKYGR：  晒SB //@uW0EJVYEL：  我完全同意石老师的判断。  //@uII5MEOLS： 俺不相信党的高级干部这么说爱国群众  //@uONP50TEC： 大表哥来了。,0,2012-09-23,1,1
mkGsR2Gl25,11,m,True,1,uHRV4MJPC,1,华为云手机,0,她真是不怕黑自己找事 //@uFAJYRDD： 没有“网络暴民”，何以治“贪坛暴官”？  //@uUPW4NQQZ：  陕副省长李金柱骂帮助政府进行舆论监督反腐的网民是“网络暴民”，并且阻止调查杨达才贪污腐败，强烈吁请中央向他问责！ //@uHQY4KXWG： 必须一查到底！以优异成绩迎接十八大胜利召开！[国旗],0,2012-09-23,1,1
m3e3ENiBp8,44,m,True,1,uDG02K5BK,1,iPhone客户端,0,很牛的大表叔来了，一起关注下领导吧....,0,2012-09-23,1,1
mEm2EXLERg,44,m,True,0,uBIBFY2SP,0,iPhone客户端,1,今天怎么还抗日，路途中不少车向市区集中！斯巴大之前都不会消停，驴象之争,0,2012-09-23,1,1
mr39FalyNe,44,f,True,0,u0VPMT21H,0,专业版微博,1,【广州大道惨案 广东一民营企业家被警方误当嫌犯击毙 】汕尾民营企业家邹小帛多次实名举报腐败官员，8月4日在广州因“拒捕驾车撞警”遭击毙。 有关部门在未调查清楚之前草拟新闻通稿，经新快报、广州日报刊发，疑似造成新闻内容严重失实。（来源：尚权刑辩网）http://t.cn/zlzOqtW,0,2012-09-23,0,1
m6EUg1qZd3,400,m,True,1,uHRVNPYRL,1,新浪微博,0,今儿个清风习习，仁兄一贯平易近人，可否赏光来舍下小坐，饮杯薄酒？ //@ukn： 一群奴才 //@uVEQCCXHX：  真是不错得借子上位方式 //@uOQZGXUA4： 据说还有人在写歌：习习春风。[酷],0,2012-09-23,1,1
mP67JmPvl6,400,m,True,1,uHRVNPYRL,1,新浪微博,0,石头摸久了，就忘了过河了。摸摸更健康！ //@uQSML5HGZ： 摸摸也是一种生活。 //@uATZDORRA：  //@uLCMY22PK：  因为桥不安全 //@范忠信：摸石头六十多年了，还在摸石头，还要子子孙孙没有穷尽地摸下去！,0,2012-09-23,1,1
mRc79qEyMx,31,m,True,1,uQZ05BT1V,1,iPad客户端,0,还“习习” ？这是要卖萌吗？[汗]//@uOQZGXUA4：  据说还有人在写歌：习习春风。[酷],0,2012-09-23,1,1
m5P5B9ArSp,44,m,True,1,uDZPRXXEY,1,新浪微博,0,【胡绩伟96高龄于2012年9月16日去世。他夫人狄沙告知，老胡走得很平静，我想他内心决非如此，因为他是带着许多遗憾走的。80年代初，老胡在人大常委会位置上，开始致力于制订新闻法，时至今日，这个目标还没有实现；“党性”和“人民性”问题更是他心中的一个情结……】推荐此文！,0,2012-09-23,1,1
mRsr5AAixn,44,m,True,1,uDZPRXXEY,1,iPhone客户端,0,我家的表叔，（表嗷）数不清？ //@uPVDJZ4ZS： 表叔也不错//@uRSROKSJE： //@uLCMPGWD3： 勤奋转发,0,2012-09-23,1,1
mqeWaETFPY,11,m,True,1,uEMGFQE21,1,新浪微博,0,"最好是把88个虚拟老儿的公开信送交全体中央委员和全体高校领导，让他们看看辱骂韩德强的都是些什么人？也就知道这些人幕后指使者的所谓“政改”是什么内容了。//@uLUCN3BKL：  88汉奸反韩德强是假象,项庄舞剑为反毛主席！！",0,2012-09-23,1,1
mAM1fibaOz,11,m,True,1,uEMGFQE21,1,新浪微博,0,中央社也没有和汉奸站在一起反对国民党，没有帮助日本人推翻国民政府啊，就政治伦理而言，把目前的新华社和中央社相比，的确是对中央社的侮辱。,0,2012-09-23,1,1
mT54AXxaoi,11,m,True,1,uDSDPNAF,1,新浪微博,0,这个功力非凡啊！//@u3JHZOBUF：  我曾经一度骄傲，瞥一眼车的局部就能认出是啥车，但是这些看表的哥们们彻底让我佩服了——看车是技术含量多么低的事情啊。@uWWBLK2E3： @u02HRARRH： @车控乐图,0,2012-09-23,1,1
m2XkDH7l3c,11,f,True,1,uWYNBP2RJ,1,iPhone客户端,0,我愿支持！,0,2012-09-23,1,1
mxApJRpq2x,11,m,True,1,uVEQD5MX3,1,新浪微博手机版,0,"白吃白喝一年多。。。//@uI43TFSFE： //@uK3R0RYZK： 人民日鲍,霸王餐哦//@ukn：  无偿消费是什么意思？谁给哥翻译翻译！ //@uPA3YSSCJ： [嘘] //@uRLOYXVGP：  这样的记者多了去了[偷笑] //@uOQZGXUA4： 人民日爆了。[酷] //@uOQZ53DR2：  一般记者没这待遇。 //@uK3R15WBK： 这事得宣传",0,2012-09-23,1,1
murXiCROi1,81,m,True,1,uS5WL1CTZ,1,iPad客户端,0,表叔快又倒，內地國庫又多不少銀子了 //@u0VPP10HE：  这是个副部级的表叔？？//@uNEGPNVYA： 副省长多个鸟啊。谁出钱，我找人摘了他的鸟。 //@uVGJVXPEH： 好大 一块表 //@ukn：  依稀记得胡长清是副部级来着[酷] //@uOQZGXUA4：  成克杰还是人--大-副-委-长-呢。副部算个鸟。[酷] //@ukn： ,0,2012-09-23,1,1
mSFD4lqL26,23,f,True,1,uRUWVESY,1,iPhone客户端,0,//@uPKFPS4XK： 推,0,2012-09-23,1,1
mxApzAdgPa,23,f,True,1,uRUWVESY,1,iPhone客户端,0,//@uYODO0DWT： 我家的表叔数不清，没有大事不登场。 //@uKB5XIY4U：  //@uOQZGXUA4： 成克杰还是人--大-副-委-长-呢。副部算个鸟。[酷]//@ukn：  胡扯：得罪网民的李省长可能不幸成为下一个表叔，不过人家副部级，不一定能撼动哦。。,0,2012-09-23,1,1
mLLHsSAZ9d,12,m,True,1,uONP50TEC,1,新浪微博,0,[给力],0,2012-09-23,1,1
mr39RAsqVM,11,f,True,1,uFAYJLCI,1,iPad客户端,0,到底是七肠还是九肠？ //@uONP5QEOG：  那会把他捧入九常。,0,2012-09-23,1,1
m3zJP9j17a,50,m,True,1,u1CIX4OZM,1,三星Galaxy SIII,0,如属实，必严查 //@uRLOWL0ZX： 《震惊》！《泪》！《蜡烛》！《无语》！,0,2012-09-23,1,1
mGxYvz8oPY,35,m,True,1,uVT4CIUNV,1,新浪微博手机版,0,呵呵,0,2012-09-23,1,1
mgY2i6E5YH,11,m,True,1,uHQYT3OAO,1,新浪微博,0,围观傻逼[衰]@uPVDTIJIP：  欢迎表叔表达@亦忱@老故事周伟思: 昨天上午，我转评了一条有关表哥后台的帖子，很快即被删除，而后来出现大量相关内容却至今没有消失——这说明什么情况呢？另外，陕西官方对大量此类质疑一直未予回应，是否说明他们已经默认确有其会议、确有其分管领导的牛逼发言呢？,0,2012-09-23,1,1
mhiuJUE1Qw,11,m,True,1,uSIABX5YE,1,iPhone客户端,0,转发微博。,0,2012-09-23,1,1
mJtA8tT9f0,11,f,True,1,uBK1FRAGK,1,iPhone客户端,0,[鄙视] //@uBK12V4SE： 虽然不是梁文道的微博，但问责不问是谁 //@u5KYGGHAG： 17房，17老婆！没房，没老婆,0,2012-09-23,1,1
mRcTlRIvEd,100,m,False,1,uR1WHMITA,1,微博AIR,0,日本人真理性啊，老说实话 //@uBKZ0FFUJ：  这样呀。//@uZXYRADDO：  中国人民可不敢说。 //@uDZP0WWCT： 这个。。。很理性啊，一点都不右。,0,2012-09-23,1,1
m7d9mVUuPl,45,f,False,0,uY02ELF4N,0,新浪微博,1,分享图片,0,2012-09-23,1,1
mdZxHqqpDn,11,m,True,1,uB5NNFYGO,1,iPad客户端,0, //@uY02EGS54：  转发微博,0,2012-09-23,0,1
muyFF2FAXB,44,m,False,1,uWYNYPZ3I,1,iPhone客户端,0,//@uLMIMZJRR： 88位老人致信北航。,0,2012-09-23,1,1
mEjVfWb1Zq,44,m,False,1,uWYNYPZ3I,0,iPhone客户端,0,赞！尤其支持优先人肉萱萱系统官员！//@uZD3PWCHW：  果然是网络暴民。@uWWBH2A4W： @uY04FBYAS： //@uEMB0UUR0：  [围观] //@ukn： 哈哈，“帐哥”。 //@ukn：  去了个“表哥”，来了个“帐哥”，网络反贪局真给力！,0,2012-09-23,1,1
mhiuz7aIKZ,44,m,False,1,uWYNYPZ3I,1,iPhone客户端,0,赞！尤其支持优先人肉萱萱系统官员！,0,2012-09-23,1,1
mEm2EgeFwn,44,m,False,1,uWYNYPZ3I,1,iPhone客户端,0,达才表哥事关斯巴达？,0,2012-09-23,1,1
mU5qCpqlaB,44,m,False,1,uWYNYPZ3I,1,iPhone客户端,0,//@uLCMY22PK： 类似的一转没，这条久转不删，小秘书工作不到位呀[偷笑]，小心副省长安排跨省,0,2012-09-23,1,1
mNpa0r8dQP,11,m,True,1,uMMSGHKIU,1,华为Ascend D1,0,转发微博,0,2012-09-23,1,1
m5uN0JkOJI,11,m,True,1,u5KYLNHL4,1,iPhone客户端,0,//@u02HXDGSM： 双出来一个吗？//@uB4GXJMLI：  不是啊，是杨达才双规了呀。。。 //@u02HXDGSM： 应该是，我记得我看到过这个消息，你网上查一下。//@uB4GXJMLI：  副省长李金柱停职了吗？ //@u02HXDGSM： 这个人调查了吗？怎么没有结果啊？//@uB4GXJMLI：  不查承认5块，一查近百块。。。他有一百个子女？,0,2012-09-23,1,1
m80LRjRNk7,11,m,True,1,uII5KMSOT,1,新浪微博,0,[话筒]//@uLCMY22PK：  类似的一转没，这条久转不删，小秘书工作不到位呀[偷笑]，小心副省长安排跨省,0,2012-09-23,1,1
m4hQHko2H8,11,m,True,1,uII5KMSOT,1,新浪微博,0,日 //@uOQZGXUA4： 人民日爆了。[酷] //@uOQZ53DR2：  一般记者没这待遇。 //@uK3R15WBK： 这事得宣传,0,2012-09-23,1,1
mhkoEXnCwp,37,m,True,1,uSIAEISCZ,1,Android客户端,0,思想还停留在几十年前，真的以为p民们还想几十年前一样匍匐在他们身后呢。@uWWBJBVHU： @uRSRW0OLE： //@u3JHREQ5M：  //@u02LO20EW：  载入耻辱册。看到这些官方言论，谁会相信华夏有5000年文明？,0,2012-09-23,1,1
mCV3iAcJZl,51,m,True,1,uM1UCESLY,1,新浪微博,0,//@uB4G10XOD： [吃惊] //@uSIABRTVN：  //@ukn： ,0,2012-09-23,1,1
mdOGEUezGr,51,m,True,1,uM1UCESLY,1,新浪微博,0,//@uR1W3KXBH： 浙江省委宣传部副部长鲍洪俊很能吃啊,0,2012-09-23,1,1
mNTwdqHvww,51,m,True,1,uM1UCESLY,1,iPhone客户端,0,//@uHJXGLM3V： 呀的这厮牛啊！,0,2012-09-23,1,1
mqJvFVr1zp,51,m,True,1,uM1UCESLY,1,iPhone客户端,0,//@uRUGYECA： 你忘了还有干儿子，干女儿，干孙子，干孙女，以及其它干的什么。,0,2012-09-23,1,1
m3e3SBSYHf,11,m,True,1,uR1WGC3VN,1,新浪微博,0,人民日报记者站的站长是不是嘴巴有问题：日本站的站长韩晓清说中国人保钓是害国，这位鲍站长又一嘴吃掉54万。,0,2012-09-23,1,1
mgweUCDqr1,11,f,True,1,uMLLVSDBB,1,iPad客户端,0,哀草民之多艰，感侠义之泯灭。,0,2012-09-23,1,1
m87OiIeVTq,11,m,True,1,uJWA0PUUS,1,iPhone客户端,0,！ //@ukn： [哈哈]一位省长对全体网民的宣战，看谁敢接招？//@uVGJJ1DB0： 这位大表叔的贴子，今天鲜见啊。为嘛？,0,2012-09-23,1,1
m9IUlnm5Bp,11,m,True,1,uJWA0PUUS,1,iPhone客户端,0,//@uY02ZAU0P： 无,0,2012-09-23,1,1
mJKJqTOGdc,11,f,True,1,uRUWROAF,1,iPhone客户端,0,当官真好丫！羡煞我等草民啦。//@u3FTAELII：  //@uDZP0OZM4： 真心不多啊，一个省委宣传部副部长一年才吃54万，这样的好官，好党员，好干部应该大力提拔！//@ukn：  个人补回去吧，白吃之前也不问清楚凯悦后面可是华润家族//@uUPCINGXB：  平均每天1500元,0,2012-09-23,1,1
m3zJPqDNtk,11,f,True,1,uRUWROAF,1,iPhone客户端,0,//@uCBTDIIYN： 转发微博,0,2012-09-23,1,1
mGvczlJVNr,51,m,True,1,uHQY4KXWG,1,新浪微博,0,必须一查到底！以优异成绩迎接十八大胜利召开！[国旗],0,2012-09-23,1,1
mT54RrVtjB,11,m,True,1,uUPCA5NKO,1,新浪微博,0,蔑视舆论，是某些领导的基本原则。//@uZQXIKYGR：  晒SB//@uW0EJVYEL：  我完全同意石老师的判断。 //@uII5MEOLS： 俺不相信党的高级干部这么说爱国群众 //@uONP50TEC： 大表哥来了。,0,2012-09-23,1,1
m9RmcxV0da,11,m,True,1,uMMSDXIS0,1,iPhone客户端,0,那几个小姐不就是日货吗? //@ukn：  //@uBKZ0FFUJ： 领导真干净。,0,2012-09-23,1,1
mSajV2sbvI,11,m,True,1,uOQZGXUA4,1,新浪微博,0,人民日爆了。[酷]//@uOQZ53DR2：  一般记者没这待遇。//@uK3R15WBK： 这事得宣传,0,2012-09-23,1,1
mVQ062ln6w,11,m,True,1,uI43CQNJ0,1,iPhone客户端,0,//@uTS2GZZGW： //@u1CRPQ2BF：  因为他是从中央空降在权力买卖方面路子当然更熟，减少中间环节当然快多了！ //@uM1U51I33：  //@uHJXKC3TF：  //@uVGJQEGL5：  //@uQZA24SF1： 转发微博,0,2012-09-23,1,1
mjBgkSc7BZ,62,m,True,1,uMLL5ZSRK,1,360安全浏览器,0,转发微博,0,2012-09-23,1,1
mu9fegS4BF,11,m,True,1,uY02WVKPY,1,iPhone客户端,0,这个是自己跑着要求鉴定的，岂不知弱智也会奔黄泉的。 //@uP2ZMIRA5： 完蛋了……又撸下来一个…… //@u0AGPUDSM： 回复@ukn： 😄 课间休息了 //@ukn： 噗。。。刘坚老师被吐槽[哈哈] //@u0AGPUDSM：  //@u3FTWVNZU： 陕西地震了，还是自古多奇葩？@大麦复生---zz,0,2012-09-23,1,1
